Data as of,Start week,End Week,Group,State,Indicator,COVID Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID Deaths",Footnote
05/05/2020,02/29/2020,02/29/2020,By week,West Virginia,Week-ending,0,448,0.99,40,0,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/07/2020,03/07/2020,By week,West Virginia,Week-ending,0,480,1.06,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/14/2020,03/14/2020,By week,West Virginia,Week-ending,0,466,1.02,35,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/21/2020,03/21/2020,By week,West Virginia,Week-ending,0,465,0.98,35,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,West Virginia,Week-ending,,469,0.99,26,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,West Virginia,Week-ending,,402,0.88,38,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,West Virginia,Week-ending,,392,0.85,37,,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,West Virginia,Week-ending,,175,0.4,12,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,West Virginia,Week-ending,0,46,0.11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,West Virginia,Week-ending,0,0,0,0,0,0,0,
05/05/2020,02/01/2020,02/01/2020,By week,Wisconsin,Week-ending,0,1175,1.05,64,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/08/2020,02/08/2020,By week,Wisconsin,Week-ending,0,1050,0.94,53,0,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/15/2020,02/15/2020,By week,Wisconsin,Week-ending,0,1123,1.04,75,0,12,87,
05/05/2020,02/22/2020,02/22/2020,By week,Wisconsin,Week-ending,0,1156,1.12,57,0,14,71,
05/05/2020,02/29/2020,02/29/2020,By week,Wisconsin,Week-ending,0,1132,1.09,54,0,16,70,
05/05/2020,03/07/2020,03/07/2020,By week,Wisconsin,Week-ending,0,1109,1.05,62,0,15,77,
05/05/2020,03/14/2020,03/14/2020,By week,Wisconsin,Week-ending,0,1102,1.05,56,0,32,88,
05/05/2020,03/21/2020,03/21/2020,By week,Wisconsin,Week-ending,,1101,1.02,70,,19,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,Wisconsin,Week-ending,18,1134,1.1,73,,13,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,Wisconsin,Week-ending,72,1198,1.14,89,10,,158,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,Wisconsin,Week-ending,68,1130,1.08,74,14,,135,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,Wisconsin,Week-ending,64,1055,1.05,49,,,105,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,Wisconsin,Week-ending,20,720,0.72,34,0,0,54,
05/05/2020,05/02/2020,05/02/2020,By week,Wisconsin,Week-ending,0,209,0.21,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/01/2020,02/01/2020,By week,Wyoming,Week-ending,0,94,1.06,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/08/2020,02/08/2020,By week,Wyoming,Week-ending,0,97,1.06,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/15/2020,02/15/2020,By week,Wyoming,Week-ending,0,75,0.8,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/22/2020,02/22/2020,By week,Wyoming,Week-ending,0,101,1.17,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/29/2020,02/29/2020,By week,Wyoming,Week-ending,0,100,1.11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/07/2020,03/07/2020,By week,Wyoming,Week-ending,0,80,0.83,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/14/2020,03/14/2020,By week,Wyoming,Week-ending,0,85,0.91,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/21/2020,03/21/2020,By week,Wyoming,Week-ending,0,117,1.26,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,Wyoming,Week-ending,0,86,1,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,Wyoming,Week-ending,0,117,1.32,10,0,0,10,
05/05/2020,04/11/2020,04/11/2020,By week,Wyoming,Week-ending,,98,1.17,,0,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,Wyoming,Week-ending,,72,0.83,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,Wyoming,Week-ending,,60,0.72,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,Wyoming,Week-ending,0,,0.08,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/01/2020,02/01/2020,By week,Puerto Rico,Week-ending,0,562,0.91,75,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/08/2020,02/08/2020,By week,Puerto Rico,Week-ending,0,566,0.94,88,0,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/15/2020,02/15/2020,By week,Puerto Rico,Week-ending,0,528,0.88,74,0,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/22/2020,02/22/2020,By week,Puerto Rico,Week-ending,0,465,0.81,65,0,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,02/29/2020,02/29/2020,By week,Puerto Rico,Week-ending,0,354,0.58,52,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/07/2020,03/07/2020,By week,Puerto Rico,Week-ending,0,314,0.53,55,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/14/2020,03/14/2020,By week,Puerto Rico,Week-ending,0,388,0.66,44,0,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/21/2020,03/21/2020,By week,Puerto Rico,Week-ending,,531,0.93,76,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,03/28/2020,03/28/2020,By week,Puerto Rico,Week-ending,11,442,0.81,68,,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/04/2020,04/04/2020,By week,Puerto Rico,Week-ending,15,407,0.74,63,,0,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/11/2020,04/11/2020,By week,Puerto Rico,Week-ending,19,393,0.73,59,,0,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/18/2020,04/18/2020,By week,Puerto Rico,Week-ending,13,289,0.53,32,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,04/25/2020,04/25/2020,By week,Puerto Rico,Week-ending,,143,0.25,16,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/05/2020,05/02/2020,05/02/2020,By week,Puerto Rico,Week-ending,,12,0.01,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
